ID beacon'a;Moc rozgÅ‚aszania;RSSI;Dystans;Czas;ID urzÄ…dzenia;Poziom baterii;;;;;Dystans;Przed odsianiem;Po odsianiu;Dystans;Odrzuconych;Wszystkich;Odrzuconych [%];Œr. RSSI;Œr. RSSI po odsianiu
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:01:08;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-60;0,3;03-12-2015 15:01:09;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-60;-60;;;;;;
F4:1C:50:21:23:FD;-4;-60;0,3;03-12-2015 15:01:09;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-60;-60;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:01:09;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:01:24;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-60;0,3;03-12-2015 15:01:25;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-60;-60;;;;;;
F4:1C:50:21:23:FD;-4;-60;0,3;03-12-2015 15:01:25;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-60;-60;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:01:40;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:01:41;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:02:12;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:02:12;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:02:13;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:02:28;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:02:29;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:02:29;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:02:43;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:02:44;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
