ID beacon'a;Moc rozgÅ‚aszania;RSSI;Dystans;Czas;ID urzÄ…dzenia;Poziom baterii;;;;;Dystans;Przed odsianiem;Po odsianiu;Dystans;Odrzuconych;Wszystkich;Odrzuconych [%];Œr. RSSI;Œr. RSSI po odsianiu
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:48:16;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;0,3;13;132;9,85;-66,08;-66,00
F4:1C:50:21:23:FD;-12;-67;0,3;03-12-2015 14:48:16;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-67;;0,5;4;22;18,18;-71,77;-72,00
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:48:17;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;0,75;10;28;35,71;-74,82;-75,00
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:48:32;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;1;2;37;5,41;-73,57;-73,66
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:48:32;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;1,5;3;33;9,09;-74,15;-74,27
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:48:48;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;2;3;31;9,68;-78,39;-77,71
F4:1C:50:21:23:FD;-12;-67;0,3;03-12-2015 14:48:48;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-67;;2,5;10;35;28,57;-83,77;-83,56
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:48:49;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;3;5;33;15,15;-89,79;-89,93
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:49:04;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;3,5;7;39;17,95;-84,23;-84,81
F4:1C:50:21:23:FD;-12;-67;0,3;03-12-2015 14:49:05;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-67;;4;6;31;19,35;-90,81;-90,04
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:49:19;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;4,5;0;33;0,00;-80,94;-80,94
F4:1C:50:21:23:FD;-12;-67;0,3;03-12-2015 14:49:20;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-67;;5;3;40;7,50;-81,33;-81,57
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:49:21;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;5,5;1;38;2,63;-84,76;-84,46
F4:1C:50:21:23:FD;-12;-67;0,3;03-12-2015 14:49:21;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-67;;6;0;27;0,00;-90,96;-90,96
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:49:35;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;6,5;3;27;11,11;-89,19;-88,88
F4:1C:50:21:23:FD;-12;-67;0,3;03-12-2015 14:49:37;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-67;;7;1;35;2,86;-82,11;-81,94
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:49:37;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;7,5;18;81;22,22;-92,11;-90,94
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:49:52;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;8;9;66;13,64;-95,65;-96,33
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:49:53;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;8,5;6;66;9,09;-88,53;-88,35
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:50:08;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;9;1;62;1,61;-89,02;-88,92
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:50:08;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-66;-66;9,5;9;101;8,91;-87,45;-87,26
F4:1C:50:21:23:FD;-12;-67;0,3;03-12-2015 14:50:24;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-67;;10;8;75;10,67;-85,91;-85,96
F4:1C:50:21:23:FD;-12;-67;0,3;03-12-2015 14:50:24;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-67;;10,5;9;85;10,59;-94,41;-94,34
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:50:41;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-66;-66;11;0;60;0,00;-91,83;-91,83
F4:1C:50:21:23:FD;-12;-67;0,3;03-12-2015 14:50:41;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-67;;11,5;1;58;1,72;-88,88;-88,84
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:50:55;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-66;-66;12;8;81;9,88;-87,28;-87,38
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:50:57;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-66;-66;12,5;5;81;6,17;-91,44;-91,51
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:50:57;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-66;-66;13;6;45;13,33;-89,62;-89,64
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:51:11;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-66;-66;13,5;4;49;8,16;-89,71;-89,76
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:51:43;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-66;-66;14;9;69;13,04;-88,22;-88,32
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:51:44;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-66;-66;14,5;6;63;9,52;-96,11;-95,98
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:51:44;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-66;-66;15;2;42;4,76;-87,74;-87,63
F4:1C:50:21:23:FD;-12;-67;0,3;03-12-2015 14:51:45;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-67;;Odsianych ³¹cznie;172;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:51:59;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:52:16;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:52:17;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-67;0,3;03-12-2015 14:52:32;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-67;;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:52:32;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:52:33;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:53:03;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:53:05;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:53:05;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:53:19;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:53:20;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:53:20;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:53:21;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:53:52;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:53:52;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:53:53;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:08;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:08;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:09;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:24;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:24;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:25;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:25;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:40;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:40;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:41;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:55;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:56;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-66;-66;;;;;;
F4:1C:50:21:23:FD;-12;-66;0,3;03-12-2015 14:54:57;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-66;-66;;;;;;
