ID beacon'a;Moc rozgÅ‚aszania;RSSI;Dystans;Czas;ID urzÄ…dzenia;Poziom baterii;;;;;Dystans;Przed odsianiem;Po odsianiu;Dystans;Odrzuconych;Wszystkich;Odrzuconych [%];Œr. RSSI;Œr. RSSI po odsianiu
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:50:38;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-71;-71;10;15;71;21,13;-90,14084507;-90,03571429
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:50:54;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-70;-70;10,5;2;70;2,86;-98,47142857;-98,47058824
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:51:10;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-71;-71;11;5;56;8,93;-95,96428571;-95,74509804
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:51:10;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-71;-71;11,5;1;56;1,79;-92,85714286;-92,90909091
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:51:11;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-70;-70;12;6;84;7,14;-91,32142857;-91,26923077
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:51:26;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-70;-70;12,5;1;64;1,56;-95,09375;-95,03174603
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:51:26;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-70;-70;13;4;48;8,33;-93,70833333;-93,77272727
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:51:27;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-70;-70;13,5;1;47;2,13;-93,42553191;-93,47826087
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:51:42;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-70;-70;14;9;62;14,52;-92,51612903;-92,37735849
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:51:59;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-70;-70;14,5;1;38;2,63;-99,94736842;-99,83783784
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:52:14;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;15;5;41;12,20;-91,80487805;-91,58333333
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:52:15;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;Odsianych ³¹cznie;146;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:52:15;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:52:31;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:52:46;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:52:46;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:53:02;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:53:02;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:53:19;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:53:35;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:53:49;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:53:51;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:53:51;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:54:07;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:54:38;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:54:38;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:54:39;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:54:54;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:54:54;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:54:55;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:55:10;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:55:10;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:55:11;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:55:42;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:55:42;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:55:58;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:55:59;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:55:59;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:56:13;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:56:14;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:56:15;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:56:30;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:56:31;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:56:31;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:56:46;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:57:02;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:57:03;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:57:34;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:57:35;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:57:35;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:57:50;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:57:51;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:57:51;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:58:06;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:58:07;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:58:23;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:58:38;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:58:38;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:58:39;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:58:39;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:58:54;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:58:55;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:59:11;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 14:59:12;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:59:26;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:59:27;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:59:42;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:59:42;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:59:43;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:59:59;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 14:59:59;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 15:00:14;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:00:15;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 15:00:29;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:00:30;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 15:00:49;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:01:03;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 15:01:18;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:01:19;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:01:19;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 15:01:33;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:01:34;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 15:01:50;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-71;0,3;03-12-2015 15:01:51;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-71;-71;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:02:06;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:02:07;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:02:21;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:02:22;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:02:22;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:02:39;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:02:55;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:03:10;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:03:10;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:03:11;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:03:11;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:03:26;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:03:27;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:03:41;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:03:43;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-70;0,3;03-12-2015 15:03:43;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-70;-70;;;;;;
F4:1C:50:21:23:FD;-16;-77;0,5;03-12-2015 15:04:14;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-77;;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:04:15;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-76;0,5;03-12-2015 15:04:30;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-76;-76;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:04:32;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:04:45;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:04:46;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:05:01;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-76;0,5;03-12-2015 15:05:02;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-76;-76;;;;;;
F4:1C:50:21:23:FD;-16;-76;0,5;03-12-2015 15:05:19;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-76;-76;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:05:34;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:05:34;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:05:50;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:05:51;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:06:06;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-76;0,5;03-12-2015 15:06:07;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-76;-76;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:06:22;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:06:22;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:06:39;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:06:54;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:06:54;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:06:55;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:07:09;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:07:12;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:07:12;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-76;0,5;03-12-2015 15:07:27;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-76;-76;;;;;;
F4:1C:50:21:23:FD;-16;-76;0,5;03-12-2015 15:07:27;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-76;-76;;;;;;
F4:1C:50:21:23:FD;-16;-76;0,5;03-12-2015 15:07:28;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-76;-76;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:07:42;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:07:42;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:07:43;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:07:57;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-76;0,5;03-12-2015 15:07:58;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-76;-76;;;;;;
F4:1C:50:21:23:FD;-16;-75;0,5;03-12-2015 15:07:59;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-75;-75;;;;;;
F4:1C:50:21:23:FD;-16;-80;0,75;03-12-2015 15:09:04;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-80;-80;;;;;;
F4:1C:50:21:23:FD;-16;-79;0,75;03-12-2015 15:09:18;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-79;-79;;;;;;
F4:1C:50:21:23:FD;-16;-79;0,75;03-12-2015 15:09:18;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-79;-79;;;;;;
F4:1C:50:21:23:FD;-16;-80;0,75;03-12-2015 15:09:19;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-80;-80;;;;;;
F4:1C:50:21:23:FD;-16;-80;0,75;03-12-2015 15:09:34;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-80;-80;;;;;;
F4:1C:50:21:23:FD;-16;-79;0,75;03-12-2015 15:09:34;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-79;-79;;;;;;
F4:1C:50:21:23:FD;-16;-80;0,75;03-12-2015 15:09:35;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-80;-80;;;;;;
F4:1C:50:21:23:FD;-16;-80;0,75;03-12-2015 15:09:50;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-80;-80;;;;;;
