ID beacon'a;Moc rozgłaszania;RSSI;Dystans;Czas;ID urządzenia;Poziom baterii;;;;Dystans;RSSI
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:01;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:02;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:03;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:03;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:17;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:18;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:34;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:34;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:34;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:50;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:51;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 14:59:51;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:00:07;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:00:07;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:00:22;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:00:23;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:00:38;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:00:38;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:00:38;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:00:54;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:00:55;GT-I9515 - 1a88bbcf523c933c;34;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:01:10;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:01:11;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:01:26;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:01:27;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:01:43;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:01:58;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:01:59;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:02:13;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:02:14;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:02:14;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:02:15;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:02:30;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:02:31;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:02:46;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:02:46;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:02:47;GT-I9515 - 1a88bbcf523c933c;33;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:03:01;GT-I9515 - 1a88bbcf523c933c;32;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:03:02;GT-I9515 - 1a88bbcf523c933c;32;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:03:02;GT-I9515 - 1a88bbcf523c933c;32;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:03:03;GT-I9515 - 1a88bbcf523c933c;32;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:03:18;GT-I9515 - 1a88bbcf523c933c;32;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:03:19;GT-I9515 - 1a88bbcf523c933c;32;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:03:34;GT-I9515 - 1a88bbcf523c933c;32;;;;0,3;-55
F4:1C:50:21:23:FD;0;-55;0,3;03-12-2015 15:03:35;GT-I9515 - 1a88bbcf523c933c;32;;;;0,3;-55
F4:1C:50:21:23:FD;0;-61;0,5;03-12-2015 15:04:21;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-61
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:04:22;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:04:23;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:04:23;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
